Luxembourg,Niederfeulen,49.8555556,6.0472221
Nigeria,Bouza,14.4222222,6.0452776
Luxembourg,Bergem,49.525,6.042222
Luxembourg,Tetange,49.4758333,6.042222
Luxembourg,Kayl,49.4891667,6.039722
Luxembourg,Kehlen,49.6683333,6.0358334
France,Besancon,47.25,6.0333333
Luxembourg,Clervaux,50.0547222,6.0313888
Luxembourg,Pontpierre,49.5363889,6.0294442
Netherlands,Rheden,52.005,6.0291672
Luxembourg,Mamer,49.6275,6.0233331
Niger,Bida,9.0833333,6.0166669
Luxembourg,Schifflange,49.5063889,6.0127778
Luxembourg,Mertzig,49.8338889,6.0075002
Luxembourg,Troisvierges,50.1211111,6.000278
Luxembourg,Olm,49.6572222,6.000278
Algeria,Djamaa,33.5333333,6
Luxembourg,Capellen,49.645,5.9908333
Luxembourg,Mondercange,49.5330556,5.9883332
Netherlands,Roermond,51.194167,5.9875002
Luxembourg,Bettange-sur-Mess,49.5758333,5.9838891
Netherlands,Epe,52.3475,5.9833331
Luxembourg,Dippach,49.5883333,5.9833331
Netherlands,Heerlen,50.883651,5.9815407
Luxembourg,Esch-sur-Alzette,49.4958333,5.9805555
Netherlands,Venray,51.525,5.9749999
Netherlands,Apeldoorn,52.21,5.9694438
Nigeria,Madaoua,14.0758333,5.958611
Luxembourg,Schouweiler,49.5825,5.956389
Luxembourg,Garnich,49.6166667,5.9524999
Luxembourg,Koerich,49.67,5.9499998
Luxembourg,Soleuvre,49.5255556,5.9405556
France,Chambery,45.5666667,5.9333334
France,Toulon,43.1166667,5.9333334
Luxembourg,Wiltz,49.9688889,5.9319444
Luxembourg,Hagen,49.6494444,5.9316669
Luxembourg,Belvaux,49.5127778,5.9294443
Luxembourg,Sanem,49.5480556,5.9288888
Luxembourg,Steinfort,49.6613889,5.9191666
Netherlands,Heerenveen,52.95929,5.918541
Luxembourg,Kleinbettingen,49.6463889,5.916389
Luxembourg,Hobscheid,49.6886111,5.914722
Algeria,Merouana,35.6286111,5.9116669
Netherlands,Kampen,52.555,5.9111109
Netherlands,Arnhem,51.98,5.9111109
Luxembourg,Hautcharage,49.5775,5.9108334
Luxembourg,Bascharage,49.5675,5.9102778
Luxembourg,Obercorn,49.5136111,5.896111
Algeria,Ain Touta,35.3766667,5.896111
Luxembourg,Niedercorn,49.5361111,5.8930554
Luxembourg,Differdange,49.5241667,5.8913889
Luxembourg,Redange-sur-Attert,49.7655556,5.8908334
France,La Seyne-sur-Mer,43.1,5.8833332
Luxembourg,Petange,49.5583333,5.8805556
Luxembourg,Eischen,49.6855556,5.8786111
Luxembourg,Clemency,49.5966667,5.8758335
Netherlands,Katwijk,51.75,5.8708329
Netherlands,Sittard,50.998333,5.8694439
Belgium,Verviers,50.5833333,5.8666668
Luxembourg,Lamadelaine,49.5463889,5.856389
Netherlands,Nijmegen,51.8425,5.852778
Luxembourg,Rodange,49.5463889,5.8408332
Belgium,Arlon,49.6833333,5.8166666
Netherlands,Born,51.031667,5.8097219
Belgium,Maaseik,51.1,5.8000002
Netherlands,Leeuwarden,53.2,5.7833333
Nigeria,Keita,14.7572222,5.7805557
Nigeria,Tchin-Tabaradene,15.8869444,5.7766666
Niger,Warri,5.5166667,5.75
Netherlands,Emmeloord,52.710833,5.748611
Netherlands,Dronten,52.525,5.7180562
France,Grenoble,45.1666667,5.7166667
Netherlands,Weert,51.251667,5.706944
Niger,Sapele,5.9166667,5.6999998
Netherlands,Maastricht,50.848333,5.688889
Algeria,El Eulma,36.15,5.6833334
Netherlands,Wageningen,51.97,5.666667
Netherlands,Sneek,53.0333333,5.6666665
Belgium,Maasmechelen,50.8166667,5.6666665
Netherlands,Ede,52.033333,5.6583328
Belgium,Lanaken,50.8833333,5.6500001
Belgium,Oupeye,50.7,5.6500001
Belgium,Herstal,50.6666667,5.6333332
Niger,Benin-City,6.3333333,5.6333332
Equatorial Guinea,Pale,-1.4013889,5.6325002
Netherlands,Harderwijk,52.341667,5.6208329
Netherlands,Uden,51.660833,5.6194439
Niger,Owo,7.1833333,5.5833335
Belgium,Liege,50.6411876,5.571785
Netherlands,Veenendaal,52.0286272,5.5589104
Belgium,Ans,50.65,5.5333333
Belgium,Saint-Nicolas,50.6333333,5.5333333
Algeria,Tamanrasset,22.785,5.522778
Netherlands,Oss,51.765,5.5180559
Belgium,Bilzen,50.8666667,5.5166669
Belgium,Genk,50.9666667,5.5
Netherlands,Nijkerk,52.22,5.4861112
Belgium,Seraing,50.6,5.4833331
Netherlands,Eindhoven,51.440833,5.477778
Netherlands,Lelystad,52.508333,5.4749999
Niger,Kontagora,10.4002778,5.4697223
Belgium,Tongeren,50.7833333,5.4666667
Belgium,Flemalle-Haute,50.6,5.4666667
Niger,Emure Ekiti,7.45,5.4666667
France,Aix-en-Provence,43.5282956,5.4497337
Niger,Ise Ekiti,7.4666667,5.4333334
Netherlands,Tiel,51.886667,5.4291668
Niger,Lafiagi,8.8666667,5.4166665
France,Marseille,43.3,5.4000001
Netherlands,Amersfoort,52.155,5.3874998
Algeria,Tolga,34.7166667,5.3833332
Algeria,Barika,35.3897222,5.3766665
Algeria,Rouissat,31.9272222,5.3497224
Belgium,Hasselt,50.9333333,5.3333335
Belgium,Lommel,51.2333333,5.3000002
Netherlands,Soest,52.173333,5.291667
Nigeria,Tahoua,14.8902778,5.2677779
Nigeria,Birnin Konni,13.8,5.25
Nigeria,Illela,14.4616667,5.2474999
Netherlands,Zeist,52.09,5.2333331
Niger,Ikerre,7.5,5.2333331
Niger,Sokoto,13.0513889,5.231389
Belgium,Beringen,51.05,5.2166667
Netherlands,Almere Stad,52.3702542,5.2141285
Belgium,Sint-Truiden,50.8,5.1999998
Niger,Akure,7.25,5.1999998
Netherlands,De Bilt,52.11,5.1805558
Netherlands,Hilversum,52.223333,5.1763892
Netherlands,Utrecht,52.090833,5.1222219
Niger,Igede Ekiti,7.65,5.1166668
Belgium,Mol,51.1833333,5.0999999
Belgium,Andenne,50.4833333,5.0999999
Niger,Idanre,7.1,5.0999999
Netherlands,Tilburg,51.5555149,5.0913048
Algeria,Bejaia,36.75,5.0833335
Niger,Ijero Ekiti,7.8166667,5.0833335
Netherlands,Nieuwegein,52.029167,5.0805559
Netherlands,Waalwijk,51.6825,5.0708332
Netherlands,Hoorn,52.6425,5.0597219
Belgium,Diest,50.9834243,5.050149
Netherlands,IJsselstein,52.02,5.043056
Netherlands,Maarssen,52.139167,5.041667
Algeria,Ras el Oued,35.9461111,5.0327778
France,Dijon,47.3166667,5.0166669
Belgium,Geel,51.1666667,5
Algeria,Sidi Khaled,34.3833333,5
Netherlands,Gorinchem,51.8325,4.9749999
Netherlands,Amsterdam-Zuidoost,52.3075,4.9722219
Netherlands,Purmerend,52.505,4.959722
Belgium,Turnhout,51.3166667,4.9499998
Belgium,Tienen,50.8,4.9499998
Belgium,Westerlo,51.0833333,4.9166665
Niger,Effon Alaiye,7.65,4.9166665
France,Valence,44.9333333,4.9000001
Niger,Ila Orangun,8.0166667,4.9000001
Netherlands,Amsterdam,52.373084,4.8999023
Netherlands,Woerden,52.085,4.8833332
France,Villeurbanne,45.7666667,4.8833332
France,Venissieux,45.6833333,4.8833332
Belgium,Namur,50.4666667,4.8666668
Netherlands,Amstelveen,52.300833,4.8638892
Netherlands,Mijdrecht,52.206667,4.8625002
Netherlands,Oosterhout,51.645,4.8597221
Netherlands,Heerhugowaard,52.6666667,4.8499999
France,Lyon,45.75,4.8499999
Netherlands,Zaanstad,52.45,4.8333335
Belgium,Herentals,51.1833333,4.8333335
Belgium,Aarschot,50.9833333,4.8333335
Niger,Ondo,7.1,4.8333335
Netherlands,Zaandam,52.44,4.8249998
France,Avignon,43.95,4.8166666
Netherlands,Breda,51.5865631,4.7759628
Netherlands,Den Helder,52.953333,4.7597222
Netherlands,Alkmaar,52.631667,4.748611
Niger,Ilesa,7.6166667,4.7333331
Belgium,Heist-op-den-Berg,51.0833333,4.7166667
Niger,Offa,8.15,4.7166667
Netherlands,Gouda,52.016667,4.708333
Belgium,Leuven,50.8795896,4.7009254
Netherlands,Hoofddorp,52.3025,4.688889
Netherlands,Dordrecht,51.81,4.6736112
Netherlands,Castricum,52.548333,4.6694441
Netherlands,Heemskerk,52.5166667,4.6666665
Niger,Ikirun,7.9166667,4.6666665
Netherlands,Beverwijk,52.483333,4.6569438
Netherlands,Alphen aan den Rijn,52.1291677,4.6554565
Netherlands,Velsen-Zuid,52.46,4.6500001
Netherlands,Haarlem,52.3808387,4.6368313
Netherlands,Zwijndrecht,51.8175,4.6333332
Belgium,Brecht,51.35,4.6333332
Algeria,El Achir,36.0666667,4.6305556
France,Arles,43.6768113,4.6303082
Belgium,Wavre,50.7166667,4.6166668
Belgium,Louvain-la-Neuve,50.6695923,4.6119189
Netherlands,Ridderkerk,51.8725,4.602778
Netherlands,Capelle-West,51.9166667,4.5666666
Niger,Ilorin,8.5,4.5500002
Belgium,Fleurus,50.4813775,4.548769
Netherlands,Barendrecht,51.856667,4.5347219
Belgium,Overijse,50.7666667,4.5333333
Algeria,Akbou,36.4611111,4.5333333
Belgium,Chatelet,50.4,4.5166669
Belgium,Schoten,51.25,4.5
Netherlands,Leiden,52.158333,4.4930558
Netherlands,Zoetermeer,52.0575,4.4930558
Niger,Ilobu,7.8333333,4.4833331
Netherlands,Rotterdam,51.9225,4.479167
Belgium,Mortsel,51.1666667,4.4666667
Belgium,Mechelen,51.0333333,4.4666667
Belgium,Zaventem,50.8833333,4.4666667
Netherlands,Roosendaal,51.530833,4.4652781
Belgium,Brasschaat,51.2833333,4.4499998
Belgium,Edegem,51.15,4.4499998
Belgium,Kapellen,51.3166667,4.4333334
Belgium,Vilvoorde,50.9333333,4.4333334
Belgium,Charleroi,50.4166667,4.4333334
Belgium,Antwerp,51.2166667,4.4166665
France,Saint-Etienne,45.4333333,4.4000001
Netherlands,Schiedam,51.919167,4.3888888
Belgium,Grimbergen,50.9333333,4.3833332
Belgium,Waterloo,50.7166667,4.3833332
Belgium,Willebroek,51.0666667,4.3666668
Belgium,Courcelles,50.4666667,4.3666668
Netherlands,Delft,52.006667,4.355556
Belgium,Brussels,50.8465975,4.3527746
Belgium,Hoboken,51.1666667,4.3499999
France,Nimes,43.8333333,4.3499999
Niger,Gbongan,7.4666667,4.3499999
Netherlands,Vlaardingen,51.9125,4.3416672
Belgium,Nivelles,50.6,4.3333335
Niger,Inisa,7.85,4.3333335
Netherlands,Spijkenisse,51.845,4.3291669
Netherlands,Rijswijk,52.0363367,4.3250084
Niger,Ejigbo,7.9,4.3166666
Belgium,Beersel,50.7666667,4.3000002
Netherlands,The Hague,52.076667,4.2986112
Netherlands,Bergen op Zoom,51.495,4.291667
Belgium,Dilbeek,50.85,4.2666669
Algeria,Timizart,36.8,4.2666669
Niger,Modakeke,7.3833333,4.2666669
Netherlands,Maassluis,51.923333,4.25
Belgium,Beveren,51.2166667,4.25
Belgium,Sint-Pieters-Leeuw,50.7833333,4.2333331
Belgium,Halle,50.7410179,4.2324829
Belgium,Temse,51.1333333,4.2166667
Belgium,Manage,50.5,4.2166667
Belgium,Asse,50.9166667,4.1999998
Belgium,Tubize,50.6833333,4.1999998
Niger,Birnin-Kebbi,12.4538889,4.1975002
Belgium,La Louviere,50.4865658,4.187851
Niger,Iwo,7.6333333,4.1833334
Niger,Olupona,7.6,4.1833334
Niger,Ikire,7.35,4.1833334
Belgium,Binche,50.4,4.1666665
Belgium,Sint-Niklaas,51.1666667,4.1333332
Belgium,Hamme,51.1,4.1333332
Belgium,Dendermonde,51.0333333,4.1166668
France,Troyes,48.3,4.0833335
Belgium,Soignies,50.57904,4.0712929
Belgium,Aalst,50.9333333,4.0333333
France,Reims,49.25,4.0333333
Nigeria,Dogondoutchi,13.6461111,4.0288887
Belgium,Ninove,50.8333333,4.0166669
Niger,Ijebu Igbo,6.9666667,4
Belgium,Lokeren,51.1,3.9833333
Niger,Epe,6.5833333,3.9833333
Algeria,Boghni,36.5422222,3.9530556
Belgium,Mons,50.4541296,3.9522886
Niger,Oyo,7.85,3.9333334
Niger,Ijebu Ode,6.8166667,3.9333334
Niger,Ibadan,7.3877778,3.896389
Netherlands,Goes,51.504167,3.8888891
Belgium,Wetteren,51,3.8833332
France,Montpellier,43.6,3.8833332
Algeria,`Ain el Hadjel,35.6758333,3.8822222
Belgium,Geraardsbergen,50.7666667,3.8666668
Niger,Kishi,9.0833333,3.8499999
Algeria,Draa el Mizan,36.535,3.833611
Belgium,Saint-Ghislain,50.4481589,3.8188648
Belgium,Zottegem,50.8666667,3.8
Belgium,Ath,50.6293744,3.7780094
Algeria,Sidi Aissa,35.8913889,3.771111
Algeria,Berriane,32.8333333,3.7666667
Belgium,Merelbeke,51,3.75
Niger,Igboho,8.8333333,3.75
Belgium,Gent,51.05,3.7166667
Belgium,Evergem,51.1166667,3.7
Algeria,Sour el Ghozlane,36.1502778,3.6891668
Niger,Sagamu,6.85,3.6500001
Algeria,Metlili Chaamba,32.2666667,3.6333332
Netherlands,Middelburg,51.5,3.613889
Belgium,Oudenaarde,50.85,3.5999999
Belgium,Ronse,50.75,3.5999999
Algeria,Lakhdaria,36.5622222,3.5944445
Netherlands,Vlissingen,51.4425,3.573611
Belgium,Deinze,50.9833333,3.5333333
Algeria,Messaad,34.1666667,3.5
Niger,Ebute Ikorodu,6.6027778,3.491111
Algeria,Dar Chioukh,34.9,3.4833333
Belgium,Maldegem,51.2166667,3.45
Nigeria,Gaya,11.8877778,3.4466667
Belgium,Waregem,50.8833333,3.4166667
Algeria,Boudouaou,36.7305556,3.4102778
Niger,Lagos,6.4530556,3.3958333
Benin,Malanville,11.8613889,3.3858333
Belgium,Tournai,50.6,3.3833332
Niger,Saki,8.6666667,3.3833332
Niger,Abeokuta,7.15,3.3499999
Algeria,Reghaia,36.7422222,3.3413889
Belgium,Zwevegem,50.8,3.3333333
Algeria,Khemis el Khechna,36.6486111,3.3305557
Nigeria,Filingue,14.35,3.3166666
Belgium,Harelbeke,50.85,3.3
France,Saint-Quentin,49.8488865,3.2875729
Niger,Igbo Ora,7.4333333,3.2833333
Belgium,Knokke-Heist,51.35,3.2666667
Belgium,Kortrijk,50.8280326,3.2648706
France,Beziers,43.35,3.25
Algeria,Meftah,36.6194444,3.2252779
Belgium,Brugge,51.2097871,3.2250023
Algeria,Birine,35.635,3.2249999
Belgium,Mouscron,50.7333333,3.2166667
Benin,Nikki,9.9338889,3.2044444
Belgium,Izegem,50.9166667,3.2
Niger,Ifo,6.8166667,3.2
Nigeria,Dosso,13.0444444,3.1947222
Algeria,Bordj el Kiffan,36.7475,3.1930556
Algeria,Bab Ezzouar,36.7166667,3.1833334
Belgium,Wevelgem,50.8,3.1666667
France,Roubaix,50.7,3.1666667
France,Tourcoing,50.7166667,3.1500001
Algeria,Larba,36.5666667,3.1500001
Belgium,Zedelgem,51.15,3.1333332
Belgium,Roeselare,50.9465313,3.1226921
Belgium,Menen,50.8,3.1166668
Algeria,Baraki,36.6691667,3.0952778
Algeria,Sidi Moussa,36.6044444,3.0902779
Algeria,Bougara,36.5405556,3.0852778
France,Clermont-Ferrand,45.7833333,3.0833333
France,Lille,50.6333333,3.0666666
Algeria,Birkhadem,36.7127778,3.0616667
Algeria,Algiers,36.7630556,3.0505557
Benin,Kandi,11.1341667,2.938611
Belgium,Oostende,51.2166667,2.9166667
Algeria,Berrouaghia,36.1366667,2.9130557
Algeria,Boufarik,36.5705556,2.9108334
Algeria,Ain Oussera,35.4513889,2.9058332
Algeria,Souma,36.5183333,2.9052777
France,Perpignan,42.6976397,2.8954124
Belgium,Ieper,50.85,2.8833332
Algeria,Laghouat,33.8,2.8833332
France,Meaux,48.95,2.8666668
Algeria,Beni Mered,36.5230556,2.8625
Spain,Girona,41.983113,2.8249347
Algeria,Bou Arfa,36.4666667,2.8166666
Algeria,Ksar el Boukhari,35.8855556,2.7508333
Algeria,Medea,36.2675,2.75
Benin,Pobe,6.9666667,2.6833334
Benin,Sakete,6.7166667,2.6666667
Benin,Bembereke,10.2288889,2.6652777
Spain,Palma,39.5693908,2.6502371
Algeria,El Affroun,36.4669444,2.6252778
Benin,Parakou,9.35,2.6166668
Benin,Porto-Novo,6.4833333,2.6166668
Benin,Tchaourou,8.8833333,2.5999999
Benin,Ketou,7.3666667,2.5999999
France,Noisy-le-Grand,48.85,2.5666666
France,Aulnay-sous-Bois,48.95,2.5166667
France,Champigny-sur-Marne,48.8166667,2.5166667
France,Saint-Maur-des-Fosses,48.8,2.5
Benin,Save,8.0333333,2.4833333
France,Creteil,48.7833333,2.4666667
Algeria,I-n-Salah,27.2166667,2.4666667
France,Drancy,48.9333333,2.45
Spain,Mataro,41.5333333,2.45
France,Montreuil,48.8666667,2.4333334
France,Maisons-Alfort,48.8,2.4333334
Benin,Banikoara,11.3,2.4333334
Benin,Cotonou,6.35,2.4333334
France,Vitry-sur-Seine,48.7833333,2.4000001
France,Bourges,47.0833333,2.4000001
Malta,Menaka,15.9166667,2.4000001
France,Sarcelles,49,2.3833332
France,Aubervilliers,48.9166667,2.3833332
France,Ivry-sur-Seine,48.8166667,2.3833332
France,Dunkerque,51.05,2.3666668
France,Saint-Denis,48.9333333,2.3666668
Nigeria,Say,13.1080556,2.3597221
Benin,Abomey-Calavi,6.45,2.3499999
France,Paris,48.85341,2.3487999
Nigeria,Kollo,13.3086111,2.3308332
Algeria,Ksar Chellala,35.2122222,2.3188889
France,Amiens,49.9,2.3
France,Clichy,48.9,2.3
France,Antony,48.75,2.3
Benin,Cove,7.2333333,2.3
France,Asnieres-sur-Seine,48.9166667,2.2833333
France,Levallois-Perret,48.9,2.2833333
France,Neuilly-sur-Seine,48.8833333,2.2666667
France,Issy-les-Moulineaux,48.8166667,2.2666667
Benin,Beterou,9.2,2.2666667
France,Argenteuil,48.95,2.25
France,Colombes,48.9166667,2.25
France,Boulogne-Billancourt,48.8333333,2.25
Spain,Badalona,41.4500447,2.2474122
Algeria,Khemis Miliana,36.2622222,2.2180555
Spain,Santa Coloma de Gramenet,41.4515243,2.2081017
France,Nanterre,48.9,2.2
France,Rueil-Malmaison,48.8833333,2.2
Spain,Sant Marti,41.4181438,2.1993256
France,Sartrouville,48.95,2.1833334
Benin,Dassa-Zoume,7.75,2.1833334
Spain,Nou Barris,41.4416326,2.1772671
Spain,Ciutat Vella,41.380222,2.1731901
Spain,Eixample,41.3889553,2.1617899
Spain,Barcelona,41.3887869,2.1589851
Benin,Allada,6.65,2.1500001
France,Versailles,48.8,2.1333332
Nigeria,Niamey,13.5166667,2.1166668
Algeria,Aflou,34.1088889,2.1019444
Spain,Sabadell,41.55,2.0999999
France,Beauvais,49.4333333,2.0833333
Spain,Sant Cugat del Valles,41.4666667,2.0833333
Spain,Cornella de Llobregat,41.35,2.0833333
Nigeria,Ouallam,14.3166667,2.0833333
Benin,Ouidah,6.3666667,2.0833333
France,Cergy-Pontoise,49.0411735,2.0810723
Benin,Bohicon,7.2,2.0666666
Spain,Rubi,41.4833333,2.0333333
Spain,Terrassa,41.5666667,2.0166667
Benin,Abomey,7.1833333,1.9833333
Benin,Savalou,7.9333333,1.9666667
France,Orleans,47.9166667,1.9
Benin,Come,6.4,1.8833333
France,Calais,50.9581023,1.8520546
Benin,Grand-Popo,6.2833333,1.8333333
Spain,Manresa,41.7249813,1.8265629
Benin,Dogbo,6.8166667,1.7833333
Andorra,Pas de la Casa,42.5427734,1.7336082
Benin,Lokossa,6.6333333,1.7166667
France,Chateauroux,46.8166667,1.7
Benin,Aplahoue,6.9333333,1.6833333
Algeria,El Attaf,36.2247222,1.6727778
Benin,Djougou,9.705,1.6669444
Benin,Bassila,9.0166667,1.6666667
Andorra,Canillo,42.5666667,1.6
Togo,Aneho,6.2333333,1.6
Andorra,Encamp,42.5333333,1.5833333
Andorra,les Escaldes,42.507287,1.5341377
France,Brive-la-Gaillarde,45.15,1.5333333
Togo,Vogan,6.3333333,1.5333333
Algeria,Oued Fodda,36.1841667,1.5327778
Andorra,Andorra la Vella,42.5051514,1.5150619
Andorra,la Massana,42.5449867,1.5148258
Togo,Tabligbo,6.5833333,1.5
Algeria,Sougueur,35.1913889,1.4983333
Andorra,Sant Julia de Loria,42.4637237,1.4912868
Nigeria,Tillaberi,14.2116667,1.4530556
France,Toulouse,43.6042619,1.4436722
Togo,Tchamba,9.0333333,1.4166667
Malta,Kidal,18.4411111,1.4077778
Benin,Natitingou,10.3066667,1.375
France,Blois,47.5833333,1.3333333
Togo,Pagouda,9.7525,1.3277777
United Kingdom,Norwich,52.6278273,1.2983394
Togo,Bafilo,9.35,1.2666667
Benin,Tanguieta,10.6197222,1.2644444
Algeria,Ech Chettia,36.1956637,1.2584496
France,Limoges,45.85,1.25
Spain,Tarragona,41.1166667,1.25
Togo,Lome,6.1319444,1.2227778
Togo,Tsevie,6.4261111,1.2133332
Togo,Kara,9.5511111,1.1861111
Togo,Notse,6.95,1.1666667
United Kingdom,Ipswich,52.0546544,1.1569977
France,Evreux,49.0166667,1.15
Togo,Sokode,8.9833333,1.1333333
Togo,Atakpame,7.5333333,1.1333333
Spain,Reus,41.1561204,1.1068726
Togo,Niamtougou,9.7680556,1.1052778
France,Rouen,49.4431288,1.0993195
Togo,Kande,9.9577778,1.0447222
Algeria,Frenda,35.0619444,1.0422221
Togo,Sotouboua,8.5666667,0.9833333
Ghana,Keta,5.9166667,0.9833333
Nigeria,Ayorou,14.7313889,0.9194444
Algeria,Oued Rhiou,35.9633333,0.9136111
United Kingdom,Colchester,51.8833333,0.9
Togo,Amlame,7.4666667,0.9
Ghana,Anloga,5.8,0.9
Togo,Bassar,9.25,0.7833333
Nigeria,Tera,14.0105556,0.7530556
United Kingdom,Southend-on-Sea,51.5378207,0.7143259
France,Tours,47.3833333,0.6833333
Togo,Kpalime,6.9,0.6333333
Spain,Lleida,41.6166667,0.6166667
Togo,Badou,7.5833333,0.6
United Kingdom,Hastings,50.8529919,0.5645943
United Kingdom,Gillingham,51.3891373,0.5486298
United Kingdom,Maidstone,51.2666667,0.5166667
Malta,Ansongo,15.6594444,0.5016667
United Kingdom,Chelmsford,51.7333333,0.4833333
Togo,Sansanne-Mango,10.3591667,0.4708333
United Kingdom,Basildon,51.5666667,0.4666667
Ghana,Hohoe,7.15,0.4666667
Ghana,Ho,6.6,0.4666667
France,Poitiers,46.5833333,0.3333333
Ghana,Kpandu,7,0.3
United Kingdom,Eastbourne,50.7687108,0.2845287
Algeria,Timimoun,29.25,0.25
Togo,Dapaong,10.8638889,0.205
France,Le Mans,48,0.2
United Kingdom,Harlow,51.7833333,0.1666667
Algeria,Saida,34.8333333,0.15
United Kingdom,Cambridge,52.2,0.1166667
France,Le Havre,49.4938035,0.1076746
Algeria,Mostaganem,35.9333333,0.0902778
Ghana,Yendi,9.4333333,-0.0166667
Ghana,Kpandae,8.4666667,-0.0166667
Ghana,Kete Krachi,7.8,-0.0166667
Ghana,Tema,5.6166667,-0.0166667
Spain,Castello de la Plana,39.9833333,-0.0333333
Ghana,Nungua,5.6,-0.0666667
Ghana,Akropong,5.9666667,-0.0833333
Ghana,Teshi,5.5833333,-0.1
United Kingdom,London,51.5084153,-0.1255327
Spain,Benidorm,38.5381628,-0.1309776
United Kingdom,Brighton,50.8283849,-0.1394749
Ghana,Madina,5.6833333,-0.1666667
United Kingdom,Crawley,51.1166667,-0.1833333
Ghana,Aburi,5.85,-0.1833333
Algeria,Sig,35.5277778,-0.1952778
United Kingdom,Stevenage,51.9166667,-0.2166667
Ghana,Accra,5.55,-0.2166667
Ghana,Dom,5.65,-0.2333333
Ghana,Bawku,11.0580556,-0.2416667
United Kingdom,Peterborough,52.5833333,-0.25
Ghana,Koforidua,6.0833333,-0.25
Ghana,Gbawe,5.5833333,-0.3
United Kingdom,Saint Albans,51.75,-0.3333333
Ghana,Achiaman,5.7,-0.3333333
United Kingdom,Kingston upon Hull,53.7445995,-0.3352547
Ghana,Nsawam,5.8,-0.35
France,Pau,43.3,-0.3666667
France,Caen,49.1810862,-0.3712177
United Kingdom,Worthing,50.8114669,-0.3716469
Spain,Valencia,39.4697524,-0.3773868
Ghana,Begoro,6.3833333,-0.3833333
United Kingdom,Watford,51.6553059,-0.3960228
United Kingdom,Luton,51.8833333,-0.4166667
Ghana,Oduponkpehe,5.5333333,-0.4166667
Ghana,Suhum,6.0333333,-0.45
Spain,Torrent,39.4370548,-0.4654598
United Kingdom,Bedford,52.1345944,-0.4663181
United Kingdom,Hemel Hempstead,51.75,-0.4666667
France,Niort,46.3166667,-0.4666667
Spain,Alacant,38.3451735,-0.4814887
Ghana,Salaga,8.55,-0.5166667
United Kingdom,Lincoln,53.2333333,-0.5333333
Algeria,Bir el Djir,35.72,-0.545
France,Angers,47.4666667,-0.55
Ghana,Kibi,6.1666667,-0.55
United Kingdom,Woking,51.3190263,-0.5589294
France,Bordeaux,44.8333333,-0.5666667
United Kingdom,Slough,51.5,-0.5833333
Algeria,Ain Sefra,32.75,-0.5833333
France,Pessac,44.8,-0.6166667
Ghana,Winneba,5.3333333,-0.6166667
France,Merignac,44.8333333,-0.6333333
Algeria,Es Senia,35.6511111,-0.6341667
Algeria,Sidi Bel Abbes,35.1938889,-0.6413889
Algeria,Oran,35.6911111,-0.6416667
Ghana,Asamankese,5.8666667,-0.6666667
Spain,Torrevieja,37.9833333,-0.6833333
Ghana,Swedru,5.5333333,-0.7
Spain,Elx,38.262176,-0.7010651
Ghana,Mpraeso,6.5833333,-0.7333333
